name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
冨名腰 桃奈,5117,1 コース,55,18,32.7,50.9,60.0,0.19,3.5
冨名腰 桃奈,5117,2 コース,97,7,7.2,29.9,46.3,0.2,3.6
冨名腰 桃奈,5117,3 コース,102,8,7.8,25.4,42.1,0.18,3.3
冨名腰 桃奈,5117,4 コース,132,7,5.3,13.6,28.0,0.18,3.3
冨名腰 桃奈,5117,5 コース,138,1,0.7,9.4,21.0,0.17,3.7
冨名腰 桃奈,5117,6 コース,286,1,0.3,2.1,6.9,0.22,4.4
