name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
佐々木 裕美,4045,女子戦,3681,935,5.63,25.4,41.5,54.2,0.17,2.9
佐々木 裕美,4045,混合戦,1334,177,4.25,13.2,26.0,37.4,0.17,3.2
