name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
田川 晴美,3667,1 号艇,512,378,58,32,21,14,9,0
田川 晴美,3667,2 号艇,558,20,368,63,45,32,30,0
田川 晴美,3667,3 号艇,552,3,40,326,83,59,41,0
田川 晴美,3667,4 号艇,504,1,8,65,221,109,100,0
田川 晴美,3667,5 号艇,517,0,4,19,70,280,144,0
田川 晴美,3667,6 号艇,508,0,0,11,34,90,373,0
