name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
田口 羊一,3510,1 号艇,154,19,12.3,29.2,40.9,1,0
田口 羊一,3510,2 号艇,159,25,15.7,26.4,42.7,0,0
田口 羊一,3510,3 号艇,150,16,10.6,19.3,27.3,0,0
田口 羊一,3510,4 号艇,161,21,13.0,19.2,29.1,0,0
田口 羊一,3510,5 号艇,162,15,9.2,19.7,30.2,0,0
田口 羊一,3510,6 号艇,164,14,8.5,17.0,25.6,1,0
