name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
西舘 果里,4781,女子戦,835,67,4.17,8.0,20.1,37.6,0.18,3.3
西舘 果里,4781,混合戦,503,17,3.03,3.3,10.7,21.4,0.19,3.7
