name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
小林 遼太,4638,桐生,11,97,7,4.49,7.2,24.7,39.1,0,0,0.19
小林 遼太,4638,戸田,8,60,9,4.78,15.0,26.6,45.0,1,0,0.18
小林 遼太,4638,江戸川,7,46,6,4.37,13.0,21.7,36.9,0,0,0.22
小林 遼太,4638,平和島,8,65,9,4.92,13.8,29.2,47.6,0,0,0.18
小林 遼太,4638,多摩川,7,57,9,5.25,15.7,33.3,50.8,0,0,0.21
小林 遼太,4638,浜名湖,11,86,8,4.9,9.3,32.5,44.1,2,0,0.19
小林 遼太,4638,蒲郡,8,82,10,4.84,12.2,29.2,45.1,1,0,0.2
小林 遼太,4638,常滑,11,85,13,5.27,15.2,32.9,49.4,0,0,0.21
小林 遼太,4638,津,6,58,6,4.74,10.3,24.1,44.8,0,0,0.17
小林 遼太,4638,三国,9,69,9,4.8,13.0,31.8,43.4,3,0,0.19
小林 遼太,4638,びわこ,5,50,8,5.4,16.0,36.0,56.0,0,0,0.19
小林 遼太,4638,住之江,9,74,10,5.03,13.5,35.1,52.7,1,0,0.17
小林 遼太,4638,尼崎,4,34,1,3.85,2.9,14.7,35.2,0,0,0.21
小林 遼太,4638,鳴門,14,115,10,4.42,8.7,22.6,42.6,0,0,0.2
小林 遼太,4638,丸亀,9,81,7,4.36,8.6,25.9,40.7,0,0,0.2
小林 遼太,4638,児島,15,142,26,4.85,18.3,29.5,41.5,1,1,0.19
小林 遼太,4638,宮島,13,114,13,4.42,11.4,24.5,36.8,0,0,0.19
小林 遼太,4638,徳山,19,187,26,4.62,13.9,27.8,42.2,0,0,0.19
小林 遼太,4638,下関,11,93,11,5.18,11.8,34.4,48.3,1,0,0.17
小林 遼太,4638,若松,29,253,27,4.21,10.6,24.5,34.7,1,0,0.2
小林 遼太,4638,芦屋,34,292,32,4.89,10.9,27.0,48.6,1,0,0.19
小林 遼太,4638,福岡,54,509,72,4.87,14.1,28.8,45.3,4,0,0.19
小林 遼太,4638,唐津,20,163,11,4.44,6.7,23.9,41.7,1,0,0.2
小林 遼太,4638,大村,20,159,9,3.96,5.6,20.7,31.4,0,0,0.19
