name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
野田 貴博,3365,桐生,14,103,17,5.16,16.5,31.0,45.6,1,0,0.2
野田 貴博,3365,戸田,26,198,33,5.74,16.6,38.8,61.6,2,0,0.17
野田 貴博,3365,江戸川,22,160,26,5.64,16.2,38.7,58.1,4,0,0.2
野田 貴博,3365,平和島,19,148,18,4.89,12.1,26.3,45.9,1,0,0.19
野田 貴博,3365,多摩川,16,133,15,5.26,11.2,30.8,54.8,1,0,0.17
野田 貴博,3365,浜名湖,13,101,17,5.07,16.8,29.7,41.5,1,1,0.2
野田 貴博,3365,蒲郡,22,174,38,5.97,21.8,44.2,60.3,8,1,0.2
野田 貴博,3365,常滑,25,183,25,5.28,13.6,33.3,54.6,2,1,0.19
野田 貴博,3365,津,18,153,30,5.47,19.6,40.5,53.5,2,0,0.19
野田 貴博,3365,三国,29,231,34,5.33,14.7,31.6,53.2,3,1,0.19
野田 貴博,3365,びわこ,34,296,67,6.11,22.6,45.9,61.8,12,4,0.18
野田 貴博,3365,住之江,66,556,103,5.39,18.5,35.7,52.1,7,0,0.17
野田 貴博,3365,尼崎,25,216,39,5.73,18.0,36.5,60.1,1,1,0.17
野田 貴博,3365,鳴門,15,128,21,5.64,16.4,37.5,58.5,3,0,0.18
野田 貴博,3365,丸亀,14,142,23,5.51,16.2,37.3,58.4,4,0,0.17
野田 貴博,3365,児島,21,183,29,5.49,15.8,39.3,51.9,5,1,0.19
野田 貴博,3365,宮島,22,191,28,5.25,14.6,30.3,49.7,2,1,0.19
野田 貴博,3365,徳山,19,174,29,5.36,16.6,35.0,52.3,1,0,0.2
野田 貴博,3365,下関,13,96,16,5.54,16.6,37.5,52.0,3,0,0.19
野田 貴博,3365,若松,13,114,20,5.28,17.5,31.5,53.5,2,1,0.18
野田 貴博,3365,芦屋,14,129,19,5.11,14.7,34.8,48.0,1,0,0.19
野田 貴博,3365,福岡,13,114,22,4.92,19.3,28.0,43.8,1,0,0.19
野田 貴博,3365,唐津,17,154,31,5.62,20.1,40.2,53.2,3,2,0.18
野田 貴博,3365,大村,23,194,29,5.31,14.9,32.9,51.0,2,0,0.18
