name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
伊藤 葵和子,4673,女子戦,333,3,1.88,0.9,3.0,8.1,0.21,3.5
伊藤 葵和子,4673,混合戦,167,0,1.35,0.0,0.6,1.8,0.21,4.0
