name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
小川 知行,3850,1 号艇,941,283,30.0,52.7,66.9,0,0
小川 知行,3850,2 号艇,1079,137,12.7,34.2,53.8,2,1
小川 知行,3850,3 号艇,1014,92,9.0,26.4,46.2,6,0
小川 知行,3850,4 号艇,990,88,8.8,23.8,41.6,2,0
小川 知行,3850,5 号艇,1018,61,5.9,16.5,36.4,4,0
小川 知行,3850,6 号艇,933,38,4.0,12.2,27.2,12,0
