name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
宗行 治哉,4991,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宗行 治哉,4991,G1,8,0,3,1,0,2,2,0,0,0,0,0,0,0,0
宗行 治哉,4991,G2,18,1,0,2,6,3,6,0,0,0,0,0,0,0,0
宗行 治哉,4991,G3,95,10,14,21,19,18,11,1,1,0,1,0,0,0,0
宗行 治哉,4991,一般,1495,191,245,307,277,279,184,9,3,3,6,0,0,6,0
宗行 治哉,4991,総合,1616,202,262,331,302,302,203,10,4,3,7,0,0,6,0
