name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
原 準,2536,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
原 準,2536,G1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
原 準,2536,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
原 準,2536,G3,13,115,6,4.17,5.2,18.2,34.7,1,0,0.23,4.1
原 準,2536,一般,270,2232,269,4.86,12.0,28.4,45.3,7,1,0.23,3.8
原 準,2536,総合,283,2347,275,4.83,11.7,27.9,44.8,8,1,0.23,3.9
