name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
牧原 崇,4303,1 コース,654,309,294,0,0,0,15,0
牧原 崇,4303,2 コース,608,89,0,55,26,0,8,0
牧原 崇,4303,3 コース,651,69,0,16,13,34,6,0
牧原 崇,4303,4 コース,753,90,0,24,31,29,4,2
牧原 崇,4303,5 コース,844,49,0,9,7,28,5,0
牧原 崇,4303,6 コース,835,22,0,7,2,7,6,0
