name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
中嶋 達也,4449,桐生,14,117,8,4.15,6.8,20.5,37.6,0,0,0.17
中嶋 達也,4449,戸田,14,111,15,4.28,13.5,23.4,37.8,2,0,0.16
中嶋 達也,4449,江戸川,13,101,11,4.04,10.8,19.8,34.6,1,0,0.2
中嶋 達也,4449,平和島,11,95,10,4.15,10.5,26.3,35.7,1,0,0.17
中嶋 達也,4449,多摩川,8,61,4,3.87,6.5,14.7,29.5,0,0,0.17
中嶋 達也,4449,浜名湖,13,97,1,4.1,1.0,16.4,38.1,0,0,0.18
中嶋 達也,4449,蒲郡,14,114,9,3.63,7.8,16.6,28.9,1,1,0.18
中嶋 達也,4449,常滑,20,128,8,3.51,6.2,15.6,25.0,0,0,0.19
中嶋 達也,4449,津,18,140,12,3.84,8.5,20.7,32.8,0,0,0.18
中嶋 達也,4449,三国,20,158,6,3.71,3.8,16.4,30.3,0,0,0.17
中嶋 達也,4449,びわこ,25,223,15,3.7,6.7,15.2,31.3,0,0,0.18
中嶋 達也,4449,住之江,14,113,8,3.78,7.0,21.2,29.2,0,0,0.18
中嶋 達也,4449,尼崎,74,627,73,4.36,11.6,24.5,39.3,1,0,0.18
中嶋 達也,4449,鳴門,18,147,11,3.64,7.4,14.2,27.2,0,0,0.18
中嶋 達也,4449,丸亀,21,185,18,3.7,9.7,18.9,28.6,0,0,0.17
中嶋 達也,4449,児島,17,150,11,3.65,7.3,21.3,30.6,0,0,0.2
中嶋 達也,4449,宮島,10,78,7,3.83,8.9,17.9,34.6,0,0,0.17
中嶋 達也,4449,徳山,15,104,4,3.46,3.8,13.4,28.8,0,0,0.18
中嶋 達也,4449,下関,13,110,4,3.68,3.6,15.4,34.5,0,0,0.18
中嶋 達也,4449,若松,9,73,6,4.18,8.2,20.5,41.1,0,0,0.17
中嶋 達也,4449,芦屋,18,129,13,3.88,10.0,22.4,29.4,0,0,0.17
中嶋 達也,4449,福岡,12,95,6,3.42,6.3,10.5,24.2,0,0,0.2
中嶋 達也,4449,唐津,6,43,2,3.51,4.6,11.6,25.5,0,0,0.14
中嶋 達也,4449,大村,6,54,1,3.39,1.8,16.6,29.6,0,0,0.17
