name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
蜂須 瑞生,4819,女子戦,1237,192,4.96,15.5,29.7,46.7,0.17,3.1
蜂須 瑞生,4819,混合戦,690,71,4.07,10.2,20.0,34.0,0.17,3.2
