name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
深澤 勉,3916,1 号艇,555,394,31,20,20,36,54,0
深澤 勉,3916,2 号艇,631,14,384,55,47,51,80,0
深澤 勉,3916,3 号艇,618,5,25,346,71,77,92,2
深澤 勉,3916,4 号艇,601,2,6,32,295,133,133,0
深澤 勉,3916,5 号艇,612,0,3,13,49,377,168,2
深澤 勉,3916,6 号艇,598,0,5,10,25,103,455,0
