name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
松尾 夏海,4642,女子戦,1573,305,5.36,19.3,37.1,52.7,0.16,2.8
松尾 夏海,4642,混合戦,771,91,3.96,11.8,21.9,33.8,0.16,2.9
