name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
門田 栞,5241,女子戦,337,28,3.83,8.3,19.5,31.1,0.18,3.2
門田 栞,5241,混合戦,315,15,2.75,4.7,10.1,19.6,0.18,3.8
