name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
竹井 奈美,4556,女子戦,2109,597,6.52,28.3,49.1,66.8,0.17,3.0
竹井 奈美,4556,混合戦,1018,154,5.06,15.1,29.5,45.0,0.16,3.2
