name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
喜井 つかさ,4536,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
喜井 つかさ,4536,G1,10,85,14,5.91,16.4,32.9,43.5,0,0,0.15,3.0
喜井 つかさ,4536,G2,1,8,1,5.63,12.5,25.0,25.0,0,0,0.13,3.3
喜井 つかさ,4536,G3,74,715,118,5.63,16.5,36.3,56.3,11,1,0.18,3.1
喜井 つかさ,4536,一般,221,1948,280,5.07,14.3,30.8,49.2,23,2,0.18,3.3
喜井 つかさ,4536,総合,306,2756,413,5.24,14.9,32.2,50.8,34,3,0.17,3.2
