name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
垣内 清美,3280,女子戦,3330,744,5.86,22.3,42.1,57.8,0.2,3.3
垣内 清美,3280,混合戦,1762,243,4.71,13.7,27.6,42.9,0.2,3.5
