name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
森岡 まき,3802,女子戦,3109,490,5.25,15.7,34.2,52.0,0.19,3.1
森岡 まき,3802,混合戦,1702,174,4.07,10.2,21.2,35.9,0.19,3.3
