name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
早坂 こずえ,3677,女子戦,1079,132,4.8,12.2,26.1,46.1,0.2,3.1
早坂 こずえ,3677,混合戦,810,61,3.96,7.5,18.5,32.7,0.21,3.2
