name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
篠木 亜衣花,4548,女子戦,1453,113,4.11,7.7,19.8,34.8,0.22,4.1
篠木 亜衣花,4548,混合戦,524,12,2.68,2.2,6.3,15.6,0.22,4.2
