name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
鳥居 智恵,3128,女子戦,2051,246,4.73,11.9,27.4,44.1,0.22,3.6
鳥居 智恵,3128,混合戦,1868,134,3.76,7.1,16.4,30.0,0.23,3.8
