name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
渡辺 千草,3175,女子戦,3717,472,5.87,12.7,38.3,61.6,0.18,3.1
渡辺 千草,3175,混合戦,2762,257,5.03,9.3,26.4,49.1,0.19,3.3
