name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
多羅尾 達之,3859,1 号艇,740,610,23,16,17,35,39,0
多羅尾 達之,3859,2 号艇,811,22,570,66,44,48,60,1
多羅尾 達之,3859,3 号艇,872,5,31,586,95,77,77,1
多羅尾 達之,3859,4 号艇,794,1,11,42,464,151,125,0
多羅尾 達之,3859,5 号艇,845,0,4,21,87,572,160,1
多羅尾 達之,3859,6 号艇,811,0,1,7,30,143,630,0
