name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
真子 奈津実,4525,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
真子 奈津実,4525,G1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
真子 奈津実,4525,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
真子 奈津実,4525,G3,89,849,95,4.71,11.1,26.6,44.0,0,0,0.16,2.9
真子 奈津実,4525,一般,259,2212,176,4.0,7.9,19.1,34.0,3,0,0.17,3.1
真子 奈津実,4525,総合,348,3061,271,4.2,8.8,21.2,36.8,3,0,0.17,3.1
