name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
小林 晋,4026,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
小林 晋,4026,G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
小林 晋,4026,G2,9,1,1,3,2,2,0,0,0,0,0,0,0,0,0
小林 晋,4026,G3,345,37,49,75,83,46,43,3,8,0,2,0,1,0,1
小林 晋,4026,一般,2970,305,445,572,614,554,421,55,31,5,22,1,0,14,1
小林 晋,4026,総合,3324,343,495,650,699,602,464,58,39,5,24,1,1,14,2
