name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
杉本 洋一,3979,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
杉本 洋一,3979,G1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
杉本 洋一,3979,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
杉本 洋一,3979,G3,16,121,9,3.6,7.4,17.3,24.7,0,0,0.22,3.7
杉本 洋一,3979,一般,411,3153,231,3.47,7.3,15.7,27.1,1,0,0.21,3.5
杉本 洋一,3979,総合,427,3274,240,3.47,7.3,15.8,27.0,1,0,0.21,3.5
