name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
筒井 美琴,5200,女子戦,245,2,2.17,0.8,4.0,11.0,0.2,4.1
筒井 美琴,5200,混合戦,216,0,1.31,0.0,0.0,0.4,0.21,4.3
