name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
宮崎 光基,4968,1 号艇,40,39,1,0,0,0,0,0
宮崎 光基,4968,2 号艇,74,0,67,4,1,1,1,0
宮崎 光基,4968,3 号艇,76,0,0,68,2,2,4,0
宮崎 光基,4968,4 号艇,103,0,0,1,65,18,19,0
宮崎 光基,4968,5 号艇,170,0,0,0,4,95,70,1
宮崎 光基,4968,6 号艇,222,0,0,0,0,12,210,0
