name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
草川 壮良,5353,1 号艇,0,0,0,0,0,0,0,0
草川 壮良,5353,2 号艇,0,0,0,0,0,0,0,0
草川 壮良,5353,3 号艇,0,0,0,0,0,0,0,0
草川 壮良,5353,4 号艇,13,0,0,0,0,1,12,0
草川 壮良,5353,5 号艇,66,0,0,0,1,17,48,0
草川 壮良,5353,6 号艇,116,0,0,0,0,2,114,0
