name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
奥田 誠,4111,1 号艇,810,732,26,8,8,10,25,1
奥田 誠,4111,2 号艇,844,18,682,66,15,35,28,0
奥田 誠,4111,3 号艇,876,3,38,675,81,34,45,0
奥田 誠,4111,4 号艇,832,1,22,58,570,121,60,0
奥田 誠,4111,5 号艇,818,3,11,31,70,579,124,0
奥田 誠,4111,6 号艇,814,8,11,36,42,111,605,1
