name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
宮地 佐季,4687,女子戦,326,16,3.66,4.9,15.0,30.3,0.21,3.7
宮地 佐季,4687,混合戦,189,1,2.17,0.5,3.1,9.5,0.22,4.0
