name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
岩木 真美,3844,女子戦,1317,122,4.64,9.2,23.0,44.2,0.25,3.9
岩木 真美,3844,混合戦,558,27,3.66,4.8,14.1,29.2,0.26,4.0
