name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
笠野 友紀恵,3528,1 コース,627,128,20.4,35.5,51.0,0.24,4.2
笠野 友紀恵,3528,2 コース,770,58,7.5,25.3,45.1,0.23,4.2
笠野 友紀恵,3528,3 コース,736,50,6.7,18.0,34.3,0.22,3.8
笠野 友紀恵,3528,4 コース,634,40,6.3,17.1,32.1,0.21,3.6
笠野 友紀恵,3528,5 コース,834,38,4.5,13.9,29.0,0.21,3.6
笠野 友紀恵,3528,6 コース,836,16,1.9,6.3,17.8,0.2,3.5
