name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
小島 幸弘,3493,桐生,22,170,16,4.42,9.4,24.7,41.7,0,0,0.23
小島 幸弘,3493,戸田,20,149,17,4.66,11.4,26.8,44.9,1,0,0.2
小島 幸弘,3493,江戸川,26,205,21,4.56,10.2,23.4,42.9,1,0,0.25
小島 幸弘,3493,平和島,14,115,15,4.45,13.0,25.2,42.6,1,0,0.21
小島 幸弘,3493,多摩川,15,126,14,4.42,11.1,22.2,42.8,1,0,0.22
小島 幸弘,3493,浜名湖,22,170,16,4.32,9.4,19.4,39.4,0,0,0.22
小島 幸弘,3493,蒲郡,24,199,26,4.64,13.0,28.1,41.2,0,0,0.23
小島 幸弘,3493,常滑,23,173,13,4.03,7.5,21.3,34.1,0,0,0.23
小島 幸弘,3493,津,20,149,11,3.95,7.3,18.7,30.8,0,0,0.22
小島 幸弘,3493,三国,31,238,18,4.19,7.5,18.9,36.5,1,0,0.21
小島 幸弘,3493,びわこ,8,63,7,4.0,11.1,17.4,31.7,0,0,0.21
小島 幸弘,3493,住之江,68,540,74,4.99,13.7,29.6,47.5,2,0,0.18
小島 幸弘,3493,尼崎,28,219,20,4.73,9.1,25.5,46.5,0,0,0.21
小島 幸弘,3493,鳴門,20,165,13,4.82,7.8,27.8,47.8,2,0,0.22
小島 幸弘,3493,丸亀,22,185,21,4.48,11.3,22.7,40.0,0,0,0.2
小島 幸弘,3493,児島,17,149,20,4.58,13.4,25.5,43.6,0,0,0.21
小島 幸弘,3493,宮島,12,95,7,3.64,7.3,15.7,31.5,0,0,0.22
小島 幸弘,3493,徳山,13,119,13,4.65,10.9,22.6,42.8,0,0,0.22
小島 幸弘,3493,下関,19,174,13,4.46,7.4,19.5,40.8,0,0,0.21
小島 幸弘,3493,若松,22,183,15,4.53,8.2,24.5,43.7,0,0,0.21
小島 幸弘,3493,芦屋,13,101,2,3.51,1.9,11.8,27.7,0,0,0.22
小島 幸弘,3493,福岡,15,132,12,4.34,9.0,22.7,39.3,0,0,0.22
小島 幸弘,3493,唐津,11,85,7,3.86,8.2,17.6,29.4,0,0,0.22
小島 幸弘,3493,大村,13,91,5,4.32,5.4,23.0,37.3,0,0,0.23
