name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
新名 文博,3368,桐生,17,137,19,4.8,13.8,28.4,44.5,1,0,0.23
新名 文博,3368,戸田,11,86,8,4.87,9.3,27.9,46.5,0,0,0.23
新名 文博,3368,江戸川,9,76,9,4.08,11.8,19.7,31.5,0,0,0.24
新名 文博,3368,平和島,13,106,16,4.61,15.0,27.3,41.5,1,0,0.21
新名 文博,3368,多摩川,11,100,20,4.84,20.0,27.0,42.0,1,0,0.2
新名 文博,3368,浜名湖,11,91,8,4.4,8.7,23.0,38.4,0,0,0.23
新名 文博,3368,蒲郡,14,120,16,4.66,13.3,26.6,41.6,1,0,0.23
新名 文博,3368,常滑,18,143,15,4.41,10.4,21.6,39.8,0,0,0.23
新名 文博,3368,津,14,105,11,4.49,10.4,28.5,38.1,0,0,0.22
新名 文博,3368,三国,17,126,13,4.02,10.3,20.6,29.3,0,0,0.2
新名 文博,3368,びわこ,8,69,11,4.7,15.9,28.9,39.1,0,0,0.23
新名 文博,3368,住之江,14,114,18,4.59,15.7,28.0,37.7,0,0,0.2
新名 文博,3368,尼崎,14,107,15,4.76,14.0,24.3,42.0,0,0,0.21
新名 文博,3368,鳴門,22,177,22,4.69,12.4,27.1,41.8,0,0,0.21
新名 文博,3368,丸亀,22,198,28,4.73,14.1,28.2,43.4,0,0,0.21
新名 文博,3368,児島,24,211,18,4.41,8.5,22.2,39.3,0,0,0.22
新名 文博,3368,宮島,22,197,29,4.79,14.7,26.9,44.6,0,0,0.22
新名 文博,3368,徳山,27,253,55,5.26,21.7,35.9,47.4,1,0,0.23
新名 文博,3368,下関,54,494,66,4.72,13.3,27.3,42.1,2,0,0.21
新名 文博,3368,若松,22,208,30,4.72,14.4,25.4,43.7,2,0,0.21
新名 文博,3368,芦屋,16,145,7,3.9,4.8,20.0,31.7,0,0,0.22
新名 文博,3368,福岡,18,147,16,4.61,10.8,23.8,42.1,2,0,0.21
新名 文博,3368,唐津,19,163,18,4.81,11.0,28.8,41.1,1,0,0.23
新名 文博,3368,大村,19,146,18,4.47,12.3,24.6,35.6,0,0,0.23
