name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
平田 健之佑,4470,1 コース,593,352,59.3,75.7,83.3,0.15,2.5
平田 健之佑,4470,2 コース,540,66,12.2,41.8,62.2,0.16,3.0
平田 健之佑,4470,3 コース,600,88,14.6,35.0,57.6,0.15,2.8
平田 健之佑,4470,4 コース,568,86,15.1,35.7,56.6,0.16,2.7
平田 健之佑,4470,5 コース,675,67,9.9,25.7,46.6,0.16,2.9
平田 健之佑,4470,6 コース,779,24,3.0,11.9,28.1,0.17,3.1
