name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
永田 楽,5296,女子戦,259,14,3.12,5.4,14.6,22.3,0.22,4.0
永田 楽,5296,混合戦,156,3,2.26,1.9,7.6,10.2,0.22,4.5
