name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
山本 宝姫,4937,女子戦,399,7,2.89,1.7,9.7,18.5,0.22,4.3
山本 宝姫,4937,混合戦,235,4,2.01,1.7,4.6,8.9,0.21,4.1
