name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
長尾 萌加,5317,女子戦,169,7,3.4,4.1,12.4,24.8,0.24,4.6
長尾 萌加,5317,混合戦,188,2,2.68,1.0,3.1,15.9,0.2,4.6
