name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
橋爪 由紀,2985,女子戦,576,47,4.41,8.1,21.5,39.0,0.26,3.9
橋爪 由紀,2985,混合戦,996,39,3.45,3.9,12.4,25.7,0.27,4.2
