name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
谷川 祐一,4594,1 コース,608,372,61.1,78.2,85.0,0.15,2.6
谷川 祐一,4594,2 コース,599,135,22.5,51.2,65.7,0.15,2.9
谷川 祐一,4594,3 コース,566,80,14.1,38.1,56.8,0.15,2.8
谷川 祐一,4594,4 コース,660,106,16.0,34.3,56.6,0.15,2.9
谷川 祐一,4594,5 コース,593,47,7.9,21.5,43.5,0.15,2.9
谷川 祐一,4594,6 コース,437,15,3.4,10.7,31.8,0.17,3.2
