name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
中村 裕将,3075,1 コース,1313,617,560,0,0,0,54,3
中村 裕将,3075,2 コース,1321,318,0,173,110,0,34,1
中村 裕将,3075,3 コース,1415,301,0,60,129,71,37,4
中村 裕将,3075,4 コース,1236,256,0,31,142,59,21,3
中村 裕将,3075,5 コース,990,88,0,9,33,31,12,3
中村 裕将,3075,6 コース,682,31,0,2,11,9,7,2
