name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
吉田 敦志,4087,桐生,9,65,7,4.31,10.7,23.0,35.3,0,0,0.23
吉田 敦志,4087,戸田,10,79,7,4.03,8.8,15.1,36.7,0,0,0.21
吉田 敦志,4087,江戸川,14,118,15,3.84,12.7,17.8,30.5,0,0,0.21
吉田 敦志,4087,平和島,9,71,12,4.41,16.9,23.9,36.6,0,0,0.2
吉田 敦志,4087,多摩川,8,57,3,3.42,5.2,14.0,28.0,0,0,0.2
吉田 敦志,4087,浜名湖,7,49,5,3.67,10.2,18.3,30.6,0,0,0.21
吉田 敦志,4087,蒲郡,12,105,12,4.32,11.4,20.0,34.2,0,0,0.23
吉田 敦志,4087,常滑,8,58,3,3.78,5.1,15.5,29.3,0,0,0.21
吉田 敦志,4087,津,12,95,4,3.99,4.2,24.2,37.8,0,0,0.2
吉田 敦志,4087,三国,14,101,8,3.6,7.9,13.8,27.7,0,0,0.21
吉田 敦志,4087,びわこ,10,84,3,3.31,3.5,10.7,26.1,0,0,0.21
吉田 敦志,4087,住之江,10,71,6,3.49,8.4,12.6,21.1,0,0,0.2
吉田 敦志,4087,尼崎,7,51,4,3.65,7.8,9.8,31.3,0,0,0.19
吉田 敦志,4087,鳴門,11,86,5,4.06,5.8,16.2,30.2,0,0,0.2
吉田 敦志,4087,丸亀,16,126,10,3.78,7.9,13.4,30.1,0,0,0.19
吉田 敦志,4087,児島,13,105,9,4.12,8.5,18.1,38.1,0,0,0.19
吉田 敦志,4087,宮島,14,118,10,3.84,8.4,16.9,31.3,0,0,0.21
吉田 敦志,4087,徳山,11,80,2,3.06,2.5,11.2,17.5,0,0,0.19
吉田 敦志,4087,下関,12,106,1,3.22,0.9,7.5,24.5,0,0,0.21
吉田 敦志,4087,若松,21,164,7,3.54,4.2,14.0,27.4,0,0,0.22
吉田 敦志,4087,芦屋,25,195,13,3.63,6.6,16.4,30.2,0,0,0.21
吉田 敦志,4087,福岡,24,201,5,3.63,2.4,16.4,29.8,0,0,0.21
吉田 敦志,4087,唐津,26,203,11,3.65,5.4,15.7,29.0,0,0,0.21
吉田 敦志,4087,大村,59,479,29,3.96,6.0,17.1,33.1,0,0,0.21
