name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
岩本 豊志,3520,1 号艇,446,85,19.0,28.2,40.3,1,1
岩本 豊志,3520,2 号艇,468,60,12.8,22.8,32.4,0,0
岩本 豊志,3520,3 号艇,441,41,9.3,18.3,25.4,1,0
岩本 豊志,3520,4 号艇,420,43,10.2,14.7,23.8,0,0
岩本 豊志,3520,5 号艇,472,25,5.3,11.2,21.4,1,0
岩本 豊志,3520,6 号艇,469,28,5.9,10.2,19.1,1,0
