name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
南 彩寧,5297,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
南 彩寧,5297,G1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
南 彩寧,5297,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
南 彩寧,5297,G3,6,54,0,1.52,0.0,0.0,3.7,0,0,0.22,4.0
南 彩寧,5297,一般,46,351,0,1.68,0.0,1.4,3.7,0,0,0.21,4.3
南 彩寧,5297,総合,52,405,0,1.66,0.0,1.2,3.7,0,0,0.21,4.3
