name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
山崎 小葉音,5069,女子戦,710,83,4.38,11.6,24.9,37.7,0.16,2.8
山崎 小葉音,5069,混合戦,332,15,2.78,4.5,9.0,16.8,0.18,3.5
