name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
出口 舞有子,4901,女子戦,1049,177,5.22,16.8,33.7,50.9,0.16,2.8
出口 舞有子,4901,混合戦,452,41,3.63,9.0,18.3,28.5,0.17,3.4
