name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
石倉 洋行,4614,1 コース,511,333,65.1,75.1,83.7,0.14,2.7
石倉 洋行,4614,2 コース,428,109,25.4,57.4,74.3,0.15,2.8
石倉 洋行,4614,3 コース,416,96,23.0,47.1,67.0,0.15,2.7
石倉 洋行,4614,4 コース,512,94,18.3,42.5,62.7,0.14,2.4
石倉 洋行,4614,5 コース,507,50,9.8,28.4,47.5,0.14,2.8
石倉 洋行,4614,6 コース,637,23,3.6,11.4,26.6,0.15,2.8
