name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
本岡 勝利,4219,桐生,20,166,13,4.28,7.8,21.0,38.5,0,0,0.17
本岡 勝利,4219,戸田,15,118,9,4.06,7.6,16.1,35.5,0,0,0.17
本岡 勝利,4219,江戸川,16,130,9,4.72,6.9,19.2,48.4,1,0,0.2
本岡 勝利,4219,平和島,9,77,10,4.83,12.9,27.2,42.8,0,0,0.18
本岡 勝利,4219,多摩川,13,107,10,4.32,9.3,18.6,34.5,0,0,0.17
本岡 勝利,4219,浜名湖,16,126,10,4.37,7.9,23.8,36.5,0,0,0.2
本岡 勝利,4219,蒲郡,10,82,7,4.41,8.5,21.9,36.5,0,0,0.17
本岡 勝利,4219,常滑,23,173,15,4.61,8.6,27.1,41.0,0,0,0.19
本岡 勝利,4219,津,13,95,8,4.41,8.4,21.0,33.6,0,0,0.17
本岡 勝利,4219,三国,23,189,13,3.96,6.8,17.4,30.6,0,0,0.18
本岡 勝利,4219,びわこ,25,227,21,4.42,9.2,24.2,35.2,1,0,0.19
本岡 勝利,4219,住之江,16,137,9,4.08,6.5,15.3,37.2,0,0,0.19
本岡 勝利,4219,尼崎,19,166,15,4.49,9.0,21.0,40.9,0,0,0.18
本岡 勝利,4219,鳴門,33,237,21,4.34,8.8,19.8,37.5,0,0,0.17
本岡 勝利,4219,丸亀,21,163,10,3.98,6.1,18.4,31.9,0,0,0.18
本岡 勝利,4219,児島,33,290,25,4.5,8.6,21.0,40.6,1,0,0.17
本岡 勝利,4219,宮島,98,818,74,4.58,9.0,23.4,42.6,3,0,0.18
本岡 勝利,4219,徳山,21,192,11,4.28,5.7,18.2,40.6,0,0,0.17
本岡 勝利,4219,下関,23,194,8,4.19,4.1,18.5,37.6,1,0,0.18
本岡 勝利,4219,若松,21,178,8,3.73,4.4,14.0,28.6,0,0,0.18
本岡 勝利,4219,芦屋,25,210,13,4.18,6.1,19.0,35.7,2,0,0.17
本岡 勝利,4219,福岡,26,237,12,4.24,5.0,17.7,38.8,0,0,0.19
本岡 勝利,4219,唐津,24,206,10,4.19,4.8,18.4,33.0,1,0,0.17
本岡 勝利,4219,大村,22,185,11,3.82,5.9,15.1,30.2,0,0,0.18
