name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
神里 琴音,5203,1 号艇,48,17,35.4,52.0,66.6,0,0
神里 琴音,5203,2 号艇,79,8,10.1,34.1,46.8,0,0
神里 琴音,5203,3 号艇,132,6,4.5,18.1,35.6,0,0
神里 琴音,5203,4 号艇,151,7,4.6,17.2,33.1,0,0
神里 琴音,5203,5 号艇,203,4,1.9,9.3,15.7,1,0
神里 琴音,5203,6 号艇,249,2,0.8,4.0,10.4,0,0
