name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
芦村 幸香,4670,女子戦,449,15,3.31,3.3,12.6,24.9,0.21,4.1
芦村 幸香,4670,混合戦,249,3,2.35,1.2,7.6,13.2,0.21,4.1
