name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
萩原 篤,3830,1 号艇,669,540,59,19,18,16,17,0
萩原 篤,3830,2 号艇,662,38,436,82,34,40,32,0
萩原 篤,3830,3 号艇,705,11,81,415,91,60,47,0
萩原 篤,3830,4 号艇,690,5,21,88,386,128,62,0
萩原 篤,3830,5 号艇,663,7,8,38,110,390,110,0
萩原 篤,3830,6 号艇,676,2,17,37,83,123,414,0
