name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
宮崎 安奈,5182,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
宮崎 安奈,5182,G1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
宮崎 安奈,5182,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
宮崎 安奈,5182,G3,17,154,7,3.5,4.5,12.9,29.8,0,0,0.16,3.3
宮崎 安奈,5182,一般,73,587,31,3.15,5.2,13.4,23.0,1,0,0.18,3.5
宮崎 安奈,5182,総合,90,741,38,3.22,5.1,13.3,24.4,1,0,0.18,3.5
