name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
天野 友和,3905,1 号艇,1070,841,62,32,24,68,43,0
天野 友和,3905,2 号艇,1071,21,740,110,64,69,67,0
天野 友和,3905,3 号艇,1088,2,36,685,147,122,96,0
天野 友和,3905,4 号艇,1077,0,7,30,634,246,160,0
天野 友和,3905,5 号艇,1065,0,8,4,78,718,256,1
天野 友和,3905,6 号艇,1044,0,3,6,24,122,889,0
