name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
木村 詳子,4783,女子戦,427,22,3.49,5.1,12.4,26.0,0.2,3.8
木村 詳子,4783,混合戦,239,1,1.95,0.4,1.6,5.0,0.21,4.2
