name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
妻鳥 晋也,4821,桐生,8,66,6,4.89,9.0,28.7,54.5,0,0,0.19
妻鳥 晋也,4821,戸田,7,49,5,5.14,10.2,34.6,57.1,1,0,0.19
妻鳥 晋也,4821,江戸川,6,52,5,5.25,9.6,25.0,53.8,1,0,0.21
妻鳥 晋也,4821,平和島,6,53,6,4.81,11.3,30.1,49.0,0,0,0.18
妻鳥 晋也,4821,多摩川,7,60,11,5.63,18.3,41.6,60.0,1,0,0.2
妻鳥 晋也,4821,浜名湖,8,69,6,4.64,8.7,31.8,43.4,0,0,0.2
妻鳥 晋也,4821,蒲郡,5,34,3,4.44,8.8,14.7,35.2,0,0,0.22
妻鳥 晋也,4821,常滑,4,21,2,4.05,9.5,19.0,28.5,0,0,0.23
妻鳥 晋也,4821,津,2,16,2,4.31,12.5,25.0,37.5,0,0,0.19
妻鳥 晋也,4821,三国,7,68,8,4.69,11.7,25.0,47.0,0,0,0.2
妻鳥 晋也,4821,びわこ,10,87,13,4.59,14.9,26.4,41.3,1,0,0.19
妻鳥 晋也,4821,住之江,12,110,19,5.4,17.2,30.0,56.3,0,0,0.19
妻鳥 晋也,4821,尼崎,5,41,4,4.9,9.7,29.2,48.7,0,0,0.22
妻鳥 晋也,4821,鳴門,15,133,21,5.5,15.7,30.8,51.8,1,0,0.19
妻鳥 晋也,4821,丸亀,57,488,78,5.05,15.9,29.7,47.3,3,0,0.18
妻鳥 晋也,4821,児島,13,110,14,4.97,12.7,24.5,50.0,1,0,0.2
妻鳥 晋也,4821,宮島,13,113,17,4.98,15.0,25.6,48.6,0,0,0.19
妻鳥 晋也,4821,徳山,11,98,15,5.4,15.3,36.7,52.0,2,0,0.19
妻鳥 晋也,4821,下関,10,89,11,5.03,12.3,29.2,48.3,1,0,0.2
妻鳥 晋也,4821,若松,9,79,3,3.23,3.8,10.1,21.5,0,0,0.19
妻鳥 晋也,4821,芦屋,11,98,9,4.63,9.1,25.5,47.9,0,0,0.19
妻鳥 晋也,4821,福岡,9,73,6,4.51,8.2,27.4,42.4,1,0,0.21
妻鳥 晋也,4821,唐津,7,60,8,4.97,13.3,28.3,51.6,0,0,0.19
妻鳥 晋也,4821,大村,9,77,2,4.18,2.6,25.9,38.9,1,0,0.2
