name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
真子 奈津実,4525,女子戦,2106,229,4.64,10.8,25.3,43.0,0.17,2.9
真子 奈津実,4525,混合戦,869,35,3.06,4.0,10.7,21.2,0.18,3.3
