name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
松本 晶恵,4399,女子戦,3041,788,6.52,25.9,49.1,67.2,0.17,3.3
松本 晶恵,4399,混合戦,1144,186,5.26,16.2,32.2,48.8,0.18,3.5
