name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
米井 里実,4767,女子戦,392,19,2.28,4.8,6.8,10.7,0.17,3.1
米井 里実,4767,混合戦,239,3,1.65,1.2,2.9,4.6,0.18,3.3
