name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
門田 栞,5241,桐生,2,17,2,3.24,11.7,17.6,17.6,0,0,0.22
門田 栞,5241,戸田,3,24,1,3.46,4.1,16.6,25.0,0,0,0.24
門田 栞,5241,江戸川,1,10,0,3.4,0.0,20.0,30.0,0,0,0.2
門田 栞,5241,平和島,2,14,1,4.64,7.1,21.4,50.0,0,0,0.19
門田 栞,5241,多摩川,1,10,2,5.9,20.0,50.0,60.0,0,0,0.14
門田 栞,5241,浜名湖,3,27,0,2.15,0.0,3.7,11.1,0,0,0.21
門田 栞,5241,蒲郡,3,28,3,4.57,10.7,28.5,42.8,0,0,0.14
門田 栞,5241,常滑,4,28,1,3.54,3.5,17.8,25.0,0,0,0.19
門田 栞,5241,津,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
門田 栞,5241,三国,1,8,0,1.38,0.0,0.0,0.0,0,0,0.23
門田 栞,5241,びわこ,2,18,2,4.06,11.1,22.2,38.8,0,0,0.18
門田 栞,5241,住之江,3,25,0,2.96,0.0,4.0,24.0,0,0,0.19
門田 栞,5241,尼崎,2,14,0,2.14,0.0,0.0,14.2,0,0,0.17
門田 栞,5241,鳴門,7,55,1,1.95,1.8,7.2,9.0,0,0,0.16
門田 栞,5241,丸亀,16,134,10,3.24,7.4,15.6,24.6,0,0,0.17
門田 栞,5241,児島,4,30,3,3.17,10.0,10.0,30.0,0,0,0.19
門田 栞,5241,宮島,4,36,6,3.97,16.6,22.2,30.5,0,0,0.19
門田 栞,5241,徳山,5,42,2,3.36,4.7,14.2,23.8,0,0,0.2
門田 栞,5241,下関,4,32,0,2.63,0.0,3.1,15.6,0,0,0.16
門田 栞,5241,若松,1,3,0,2.67,0.0,0.0,0.0,0,0,0.12
門田 栞,5241,芦屋,3,27,2,3.19,7.4,11.1,25.9,0,0,0.18
門田 栞,5241,福岡,5,44,0,3.27,0.0,11.3,27.2,0,0,0.18
門田 栞,5241,唐津,2,18,5,6.28,27.7,38.8,72.2,0,0,0.16
門田 栞,5241,大村,2,19,5,5.26,26.3,42.1,42.1,0,0,0.15
