name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
中谷 有希,3425,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
中谷 有希,3425,G1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
中谷 有希,3425,G2,1,8,1,6.88,12.5,37.5,75.0,0,0,0.2,3.8
中谷 有希,3425,G3,16,136,19,4.84,13.9,27.9,41.9,0,0,0.22,3.5
中谷 有希,3425,一般,460,3634,379,4.62,10.4,24.3,42.9,22,1,0.22,3.6
中谷 有希,3425,総合,477,3778,399,4.63,10.5,24.5,43.0,22,1,0.22,3.6
